round_number,round_match_number,home_player,home_team_name,away_player,away_team_name,home_player_points,away_player_points
24,1,Player 026,Team 007,Player 020,Team 010,3,1
24,1,Player 093,Team 007,Player 064,Team 010,3,1
24,1,Player 093,Team 007,Player 024,Team 010,0,3
24,1,Player 093,Team 007,Player 103,Team 010,3,0
24,1,Player 093,Team 007,Player 020,Team 010,0,3
24,1,Player 116,Team 007,Player 063,Team 010,3,0
24,1,Player 116,Team 007,Player 064,Team 010,3,0
24,1,Player 116,Team 007,Player 024,Team 010,3,1
24,1,Player 116,Team 007,Player 103,Team 010,3,0
24,2,Player 078,Team 002,Player 010,Team 006,1,3
24,2,Player 078,Team 002,Player 032,Team 006,0,3
24,2,Player 078,Team 002,Player 123,Team 006,1,3
24,2,Player 078,Team 002,Player 030,Team 006,3,0
24,2,Player 041,Team 002,Player 010,Team 006,1,3
24,2,Player 041,Team 002,Player 032,Team 006,2,3
24,2,Player 041,Team 002,Player 123,Team 006,3,1
24,2,Player 041,Team 002,Player 030,Team 006,3,1
24,2,Player 054,Team 002,Player 010,Team 006,0,3
24,2,Player 054,Team 002,Player 032,Team 006,1,3
24,2,Player 054,Team 002,Player 123,Team 006,0,3
24,2,Player 054,Team 002,Player 030,Team 006,3,1
24,2,Player 002,Team 002,Player 010,Team 006,2,3
24,2,Player 002,Team 002,Player 032,Team 006,3,0
24,2,Player 002,Team 002,Player 123,Team 006,3,0
24,2,Player 002,Team 002,Player 030,Team 006,3,0
24,3,Player 022,Team 011,Player 037,Team 008,0,3
24,3,Player 022,Team 011,Player 077,Team 008,0,3
24,3,Player 022,Team 011,Player 036,Team 008,3,1
24,3,Player 022,Team 011,Player 016,Team 008,3,2
24,3,Player 072,Team 011,Player 037,Team 008,3,2
24,3,Player 072,Team 011,Player 077,Team 008,3,2
24,3,Player 072,Team 011,Player 036,Team 008,3,0
24,3,Player 072,Team 011,Player 016,Team 008,1,3
24,3,Player 082,Team 011,Player 037,Team 008,1,3
24,3,Player 082,Team 011,Player 077,Team 008,1,3
24,3,Player 082,Team 011,Player 036,Team 008,3,0
24,3,Player 082,Team 011,Player 016,Team 008,1,3
24,3,Player 021,Team 011,Player 037,Team 008,3,1
24,3,Player 021,Team 011,Player 077,Team 008,1,3
24,3,Player 021,Team 011,Player 036,Team 008,3,0
24,3,Player 021,Team 011,Player 016,Team 008,0,3
24,4,Player 004,Team 004,Player 071,Team 014,3,0
24,4,Player 004,Team 004,Player 031,Team 014,3,0
24,4,Player 004,Team 004,Player 084,Team 014,3,2
24,4,Player 004,Team 004,Player 044,Team 014,3,0
24,4,Player 017,Team 004,Player 071,Team 014,3,0
24,4,Player 017,Team 004,Player 031,Team 014,3,1
24,4,Player 017,Team 004,Player 084,Team 014,3,0
24,4,Player 017,Team 004,Player 044,Team 014,3,0
24,4,Player 018,Team 004,Player 071,Team 014,0,3
24,4,Player 018,Team 004,Player 031,Team 014,3,2
24,4,Player 018,Team 004,Player 084,Team 014,0,3
24,4,Player 018,Team 004,Player 044,Team 014,3,1
24,4,Player 075,Team 004,Player 071,Team 014,0,3
24,4,Player 075,Team 004,Player 031,Team 014,0,3
24,4,Player 075,Team 004,Player 084,Team 014,3,0
24,4,Player 075,Team 004,Player 044,Team 014,3,0
24,5,Player 008,Team 003,Player 028,Team 012,1,3
24,5,Player 008,Team 003,Player 025,Team 012,3,1
24,5,Player 008,Team 003,Player 039,Team 012,0,3
24,5,Player 008,Team 003,Player 083,Team 012,3,0
24,5,Player 067,Team 003,Player 028,Team 012,3,2
24,5,Player 067,Team 003,Player 025,Team 012,3,0
24,5,Player 067,Team 003,Player 039,Team 012,3,0
24,5,Player 067,Team 003,Player 083,Team 012,3,0
24,5,Player 003,Team 003,Player 028,Team 012,2,3
24,5,Player 003,Team 003,Player 025,Team 012,3,2
24,5,Player 003,Team 003,Player 039,Team 012,3,2
24,5,Player 003,Team 003,Player 083,Team 012,3,0
24,5,Player 125,Team 003,Player 028,Team 012,0,3
24,5,Player 125,Team 003,Player 025,Team 012,1,3
24,5,Player 125,Team 003,Player 039,Team 012,2,3
24,5,Player 125,Team 003,Player 083,Team 012,0,3
24,6,Player 058,Team 009,Player 040,Team 005,0,3
24,6,Player 058,Team 009,Player 061,Team 005,0,3
24,6,Player 058,Team 009,Player 012,Team 005,0,3
24,6,Player 058,Team 009,Player 038,Team 005,0,3
24,6,Player 080,Team 009,Player 040,Team 005,1,3
24,6,Player 080,Team 009,Player 061,Team 005,3,0
24,6,Player 080,Team 009,Player 012,Team 005,0,3
24,6,Player 080,Team 009,Player 038,Team 005,0,3
24,6,Player 079,Team 009,Player 040,Team 005,3,0
24,6,Player 079,Team 009,Player 061,Team 005,3,1
24,6,Player 079,Team 009,Player 012,Team 005,0,3
24,6,Player 079,Team 009,Player 038,Team 005,2,3
24,6,(játék nélkül),Team 009,Player 040,Team 005,0,3
24,6,(játék nélkül),Team 009,Player 061,Team 005,0,3
24,6,(játék nélkül),Team 009,Player 012,Team 005,0,3
24,6,(játék nélkül),Team 009,Player 038,Team 005,0,3
24,7,Player 086,Team 016,Player 076,Team 001,0,3
24,7,Player 086,Team 016,Player 100,Team 001,0,3
24,7,Player 086,Team 016,Player 101,Team 001,0,3
24,7,Player 086,Team 016,Player 122,Team 001,0,3
24,7,Player 087,Team 016,Player 076,Team 001,0,3
24,7,Player 087,Team 016,Player 100,Team 001,0,3
24,7,Player 087,Team 016,Player 101,Team 001,3,1
24,7,Player 087,Team 016,Player 122,Team 001,0,3
24,7,Player 085,Team 016,Player 076,Team 001,0,3
24,7,Player 085,Team 016,Player 100,Team 001,0,3
24,7,Player 085,Team 016,Player 101,Team 001,2,3
24,7,Player 085,Team 016,Player 122,Team 001,0,3
24,7,Player 057,Team 016,Player 076,Team 001,0,3
24,7,Player 057,Team 016,Player 100,Team 001,0,3
24,7,Player 057,Team 016,Player 101,Team 001,2,3
24,7,Player 057,Team 016,Player 122,Team 001,1,3
24,8,Player 029,Team 013,Player 046,Team 015,3,2
24,8,Player 029,Team 013,Player 048,Team 015,3,1
24,8,Player 029,Team 013,Player 056,Team 015,3,1
24,8,Player 029,Team 013,Player 047,Team 015,0,3
24,8,Player 051,Team 013,Player 046,Team 015,1,3
24,8,Player 051,Team 013,Player 048,Team 015,0,3
24,8,Player 051,Team 013,Player 056,Team 015,0,3
24,8,Player 051,Team 013,Player 047,Team 015,0,3
24,8,Player 113,Team 013,Player 046,Team 015,0,3
24,8,Player 113,Team 013,Player 048,Team 015,0,3
24,8,Player 113,Team 013,Player 056,Team 015,0,3
24,8,Player 113,Team 013,Player 047,Team 015,0,3
24,8,(játék nélkül),Team 013,Player 046,Team 015,0,3
24,8,(játék nélkül),Team 013,Player 048,Team 015,0,3
24,8,(játék nélkül),Team 013,Player 056,Team 015,0,3
24,8,(játék nélkül),Team 013,Player 047,Team 015,0,3
25,1,Player 064,Team 010,Player 075,Team 004,0,3
25,1,Player 064,Team 010,Player 004,Team 004,0,3
25,1,Player 064,Team 010,Player 018,Team 004,0,3
25,1,Player 064,Team 010,Player 017,Team 004,0,3
25,1,Player 063,Team 010,Player 075,Team 004,0,3
25,1,Player 063,Team 010,Player 004,Team 004,0,3
25,1,Player 063,Team 010,Player 018,Team 004,0,3
25,1,Player 063,Team 010,Player 017,Team 004,0,3
25,1,Player 103,Team 010,Player 075,Team 004,2,3
25,1,Player 103,Team 010,Player 004,Team 004,0,3
25,1,Player 103,Team 010,Player 018,Team 004,0,3
25,1,Player 103,Team 010,Player 017,Team 004,0,3
25,1,Player 024,Team 010,Player 075,Team 004,3,0
25,1,Player 024,Team 010,Player 004,Team 004,0,3
25,1,Player 024,Team 010,Player 018,Team 004,1,3
25,1,Player 024,Team 010,Player 017,Team 004,1,3
25,2,Player 010,Team 006,Player 003,Team 003,0,3
25,2,Player 010,Team 006,Player 067,Team 003,0,3
25,2,Player 010,Team 006,Player 125,Team 003,3,0
25,2,Player 010,Team 006,Player 008,Team 003,2,3
25,2,Player 102,Team 006,Player 003,Team 003,0,3
25,2,Player 102,Team 006,Player 067,Team 003,0,3
25,2,Player 102,Team 006,Player 125,Team 003,3,1
25,2,Player 102,Team 006,Player 008,Team 003,0,3
25,2,Player 032,Team 006,Player 003,Team 003,3,2
25,2,Player 032,Team 006,Player 067,Team 003,0,3
25,2,Player 032,Team 006,Player 125,Team 003,2,3
25,2,Player 032,Team 006,Player 008,Team 003,2,3
25,2,Player 094,Team 006,Player 003,Team 003,0,3
25,2,Player 094,Team 006,Player 067,Team 003,0,3
25,2,Player 094,Team 006,Player 125,Team 003,0,3
25,2,Player 094,Team 006,Player 008,Team 003,0,3
25,3,Player 001,Team 001,Player 021,Team 011,3,1
25,3,Player 001,Team 001,Player 072,Team 011,3,1
25,3,Player 001,Team 001,Player 022,Team 011,3,0
25,3,Player 001,Team 001,Player 082,Team 011,3,0
25,3,Player 007,Team 001,Player 021,Team 011,3,0
25,3,Player 007,Team 001,Player 072,Team 011,3,1
25,3,Player 007,Team 001,Player 022,Team 011,3,0
25,3,Player 007,Team 001,Player 082,Team 011,3,0
25,3,Player 100,Team 001,Player 021,Team 011,3,1
25,3,Player 100,Team 001,Player 072,Team 011,3,1
25,3,Player 100,Team 001,Player 022,Team 011,3,0
25,3,Player 100,Team 001,Player 082,Team 011,3,0
25,3,Player 013,Team 001,Player 021,Team 011,3,0
25,3,Player 013,Team 001,Player 072,Team 011,3,0
25,3,Player 013,Team 001,Player 022,Team 011,3,1
25,3,Player 013,Team 001,Player 082,Team 011,3,1
25,4,Player 048,Team 015,Player 071,Team 014,0,3
25,4,Player 048,Team 015,Player 031,Team 014,1,3
25,4,Player 048,Team 015,Player 043,Team 014,2,3
25,4,Player 048,Team 015,Player 084,Team 014,2,3
25,4,Player 047,Team 015,Player 071,Team 014,0,3
25,4,Player 047,Team 015,Player 031,Team 014,1,3
25,4,Player 047,Team 015,Player 043,Team 014,1,3
25,4,Player 047,Team 015,Player 084,Team 014,3,1
25,4,Player 046,Team 015,Player 071,Team 014,3,2
25,4,Player 046,Team 015,Player 031,Team 014,1,3
25,4,Player 046,Team 015,Player 043,Team 014,3,0
25,4,Player 046,Team 015,Player 084,Team 014,0,3
25,4,Player 056,Team 015,Player 071,Team 014,0,3
25,4,Player 056,Team 015,Player 031,Team 014,1,3
25,4,Player 056,Team 015,Player 043,Team 014,0,3
25,4,Player 056,Team 015,Player 084,Team 014,1,3
25,5,Player 035,Team 008,Player 118,Team 007,1,3
25,5,Player 035,Team 008,Player 034,Team 007,3,1
25,5,Player 035,Team 008,Player 026,Team 007,0,3
25,5,Player 035,Team 008,Player 116,Team 007,0,3
25,5,Player 077,Team 008,Player 118,Team 007,1,3
25,5,Player 077,Team 008,Player 034,Team 007,3,2
25,5,Player 077,Team 008,Player 026,Team 007,2,3
25,5,Player 077,Team 008,Player 116,Team 007,0,3
25,5,Player 037,Team 008,Player 118,Team 007,0,3
25,5,Player 037,Team 008,Player 034,Team 007,3,0
25,5,Player 037,Team 008,Player 026,Team 007,2,3
25,5,Player 037,Team 008,Player 116,Team 007,1,3
25,5,Player 016,Team 008,Player 118,Team 007,3,0
25,5,Player 016,Team 008,Player 034,Team 007,3,1
25,5,Player 016,Team 008,Player 116,Team 007,3,1
25,5,Player 108,Team 008,Player 026,Team 007,0,3
25,6,Player 038,Team 005,Player 041,Team 002,3,2
25,6,Player 038,Team 005,Player 078,Team 002,3,0
25,6,Player 038,Team 005,Player 054,Team 002,3,0
25,6,Player 038,Team 005,Player 002,Team 002,0,3
25,6,Player 061,Team 005,Player 041,Team 002,3,0
25,6,Player 061,Team 005,Player 078,Team 002,3,0
25,6,Player 061,Team 005,Player 054,Team 002,3,1
25,6,Player 061,Team 005,Player 002,Team 002,0,3
25,6,Player 012,Team 005,Player 041,Team 002,3,0
25,6,Player 012,Team 005,Player 078,Team 002,3,0
25,6,Player 012,Team 005,Player 054,Team 002,3,0
25,6,Player 012,Team 005,Player 002,Team 002,3,1
25,6,Player 006,Team 005,Player 041,Team 002,3,2
25,6,Player 006,Team 005,Player 078,Team 002,3,1
25,6,Player 006,Team 005,Player 054,Team 002,3,0
25,6,Player 006,Team 005,Player 002,Team 002,3,2
25,7,Player 039,Team 012,Player 085,Team 016,3,0
25,7,Player 039,Team 012,Player 087,Team 016,3,0
25,7,Player 039,Team 012,Player 057,Team 016,3,0
25,7,Player 039,Team 012,Player 086,Team 016,3,0
25,7,Player 124,Team 012,Player 087,Team 016,0,3
25,7,Player 124,Team 012,Player 057,Team 016,0,3
25,7,Player 109,Team 012,Player 085,Team 016,0,3
25,7,Player 109,Team 012,Player 087,Team 016,3,1
25,7,Player 109,Team 012,Player 057,Team 016,3,0
25,7,Player 109,Team 012,Player 059,Team 016,3,1
25,7,Player 121,Team 012,Player 085,Team 016,1,3
25,7,Player 121,Team 012,Player 087,Team 016,0,3
25,7,Player 121,Team 012,Player 057,Team 016,0,3
25,7,Player 121,Team 012,Player 059,Team 016,0,3
25,7,Player 028,Team 012,Player 085,Team 016,1,3
25,7,Player 028,Team 012,Player 086,Team 016,3,0
25,8,Player 052,Team 013,Player 029,Team 009,3,2
25,8,Player 052,Team 013,Player 080,Team 009,3,0
25,8,Player 052,Team 013,Player 120,Team 009,3,0
25,8,Player 052,Team 013,Player 079,Team 009,3,0
25,8,Player 029,Team 013,Player 029,Team 009,3,0
25,8,Player 029,Team 013,Player 080,Team 009,3,2
25,8,Player 029,Team 013,Player 120,Team 009,3,1
25,8,Player 029,Team 013,Player 079,Team 009,3,0
25,8,Player 051,Team 013,Player 029,Team 009,0,3
25,8,Player 051,Team 013,Player 080,Team 009,0,3
25,8,Player 051,Team 013,Player 120,Team 009,0,3
25,8,Player 051,Team 013,Player 079,Team 009,0,3
25,8,Player 066,Team 013,Player 029,Team 009,3,0
25,8,Player 066,Team 013,Player 080,Team 009,3,0
25,8,Player 066,Team 013,Player 120,Team 009,3,1
25,8,Player 066,Team 013,Player 079,Team 009,3,1
26,1,Player 071,Team 014,Player 064,Team 010,3,0
26,1,Player 071,Team 014,Player 103,Team 010,3,0
26,1,Player 071,Team 014,Player 024,Team 010,3,1
26,1,Player 071,Team 014,Player 063,Team 010,3,0
26,1,Player 043,Team 014,Player 064,Team 010,3,0
26,1,Player 043,Team 014,Player 103,Team 010,3,0
26,1,Player 043,Team 014,Player 024,Team 010,1,3
26,1,Player 043,Team 014,Player 063,Team 010,3,0
26,1,Player 084,Team 014,Player 064,Team 010,3,0
26,1,Player 084,Team 014,Player 103,Team 010,2,3
26,1,Player 084,Team 014,Player 024,Team 010,0,3
26,1,Player 084,Team 014,Player 063,Team 010,3,0
26,1,Player 031,Team 014,Player 064,Team 010,3,0
26,1,Player 031,Team 014,Player 103,Team 010,3,0
26,1,Player 031,Team 014,Player 024,Team 010,3,0
26,1,Player 031,Team 014,Player 063,Team 010,3,0
26,2,Player 041,Team 002,Player 051,Team 013,3,1
26,2,Player 041,Team 002,Player 113,Team 013,3,0
26,2,Player 041,Team 002,Player 029,Team 013,1,3
26,2,Player 041,Team 002,(játék nélkül),Team 013,3,0
26,2,Player 053,Team 002,Player 051,Team 013,3,0
26,2,Player 053,Team 002,Player 113,Team 013,3,2
26,2,Player 053,Team 002,Player 029,Team 013,0,3
26,2,Player 053,Team 002,(játék nélkül),Team 013,3,0
26,2,Player 002,Team 002,Player 051,Team 013,3,0
26,2,Player 002,Team 002,Player 113,Team 013,3,0
26,2,Player 002,Team 002,Player 029,Team 013,2,3
26,2,Player 002,Team 002,(játék nélkül),Team 013,3,0
26,2,Player 078,Team 002,Player 051,Team 013,0,3
26,2,Player 078,Team 002,Player 113,Team 013,2,3
26,2,Player 078,Team 002,Player 029,Team 013,0,3
26,2,Player 078,Team 002,(játék nélkül),Team 013,3,0
26,3,Player 021,Team 011,Player 028,Team 012,3,2
26,3,Player 021,Team 011,Player 025,Team 012,3,2
26,3,Player 021,Team 011,Player 039,Team 012,3,0
26,3,Player 021,Team 011,Player 083,Team 012,3,0
26,3,Player 072,Team 011,Player 028,Team 012,3,1
26,3,Player 072,Team 011,Player 025,Team 012,3,1
26,3,Player 072,Team 011,Player 039,Team 012,3,2
26,3,Player 072,Team 011,Player 083,Team 012,3,1
26,3,Player 023,Team 011,Player 028,Team 012,0,3
26,3,Player 023,Team 011,Player 025,Team 012,0,3
26,3,Player 023,Team 011,Player 039,Team 012,3,2
26,3,Player 023,Team 011,Player 083,Team 012,2,3
26,3,Player 082,Team 011,Player 028,Team 012,0,3
26,3,Player 082,Team 011,Player 025,Team 012,1,3
26,3,Player 082,Team 011,Player 039,Team 012,2,3
26,3,Player 082,Team 011,Player 083,Team 012,1,3
26,4,Player 017,Team 004,Player 077,Team 008,2,3
26,4,Player 017,Team 004,Player 037,Team 008,1,3
26,4,Player 017,Team 004,Player 036,Team 008,0,3
26,4,Player 017,Team 004,Player 016,Team 008,3,1
26,4,Player 004,Team 004,Player 077,Team 008,3,0
26,4,Player 004,Team 004,Player 037,Team 008,3,2
26,4,Player 004,Team 004,Player 036,Team 008,3,1
26,4,Player 004,Team 004,Player 016,Team 008,3,1
26,4,Player 018,Team 004,Player 077,Team 008,0,3
26,4,Player 018,Team 004,Player 037,Team 008,1,3
26,4,Player 018,Team 004,Player 036,Team 008,3,2
26,4,Player 018,Team 004,Player 016,Team 008,3,1
26,4,Player 009,Team 004,Player 077,Team 008,3,1
26,4,Player 009,Team 004,Player 037,Team 008,3,2
26,4,Player 009,Team 004,Player 036,Team 008,3,0
26,4,Player 009,Team 004,Player 016,Team 008,3,1
26,5,Player 118,Team 007,Player 013,Team 001,1,3
26,5,Player 118,Team 007,Player 100,Team 001,1,3
26,5,Player 118,Team 007,Player 007,Team 001,1,3
26,5,Player 118,Team 007,Player 076,Team 001,1,3
26,5,Player 034,Team 007,Player 013,Team 001,1,3
26,5,Player 034,Team 007,Player 100,Team 001,0,3
26,5,Player 034,Team 007,Player 007,Team 001,0,3
26,5,Player 034,Team 007,Player 076,Team 001,0,3
26,5,Player 098,Team 007,Player 013,Team 001,0,3
26,5,Player 098,Team 007,Player 100,Team 001,0,3
26,5,Player 098,Team 007,Player 007,Team 001,0,3
26,5,Player 098,Team 007,Player 076,Team 001,0,3
26,5,Player 026,Team 007,Player 013,Team 001,3,2
26,5,Player 026,Team 007,Player 100,Team 001,2,3
26,5,Player 026,Team 007,Player 007,Team 001,0,3
26,5,Player 026,Team 007,Player 076,Team 001,3,2
26,6,Player 029,Team 009,Player 048,Team 015,3,1
26,6,Player 029,Team 009,Player 047,Team 015,0,3
26,6,Player 029,Team 009,Player 046,Team 015,0,3
26,6,Player 029,Team 009,Player 056,Team 015,2,3
26,6,Player 081,Team 009,Player 048,Team 015,1,3
26,6,Player 081,Team 009,Player 047,Team 015,2,3
26,6,Player 081,Team 009,Player 046,Team 015,1,3
26,6,Player 081,Team 009,Player 056,Team 015,0,3
26,6,Player 058,Team 009,Player 048,Team 015,0,3
26,6,Player 058,Team 009,Player 047,Team 015,1,3
26,6,Player 058,Team 009,Player 046,Team 015,0,3
26,6,Player 058,Team 009,Player 056,Team 015,0,3
26,6,Player 080,Team 009,Player 048,Team 015,3,0
26,6,Player 080,Team 009,Player 047,Team 015,0,3
26,6,Player 080,Team 009,Player 046,Team 015,1,3
26,6,Player 080,Team 009,Player 056,Team 015,0,3
26,7,Player 005,Team 003,Player 104,Team 005,3,0
26,7,Player 005,Team 003,Player 012,Team 005,0,3
26,7,Player 005,Team 003,Player 006,Team 005,1,3
26,7,Player 005,Team 003,Player 040,Team 005,0,3
26,7,Player 067,Team 003,Player 104,Team 005,3,0
26,7,Player 067,Team 003,Player 012,Team 005,2,3
26,7,Player 067,Team 003,Player 006,Team 005,1,3
26,7,Player 067,Team 003,Player 040,Team 005,3,0
26,7,Player 003,Team 003,Player 104,Team 005,3,0
26,7,Player 003,Team 003,Player 012,Team 005,1,3
26,7,Player 003,Team 003,Player 006,Team 005,0,3
26,7,Player 003,Team 003,Player 040,Team 005,3,1
26,7,Player 125,Team 003,Player 104,Team 005,3,0
26,7,Player 125,Team 003,Player 012,Team 005,3,2
26,7,Player 125,Team 003,Player 006,Team 005,1,3
26,7,Player 125,Team 003,Player 040,Team 005,3,2
26,8,Player 034,Team 007,Player 057,Team 016,3,2
26,8,Player 034,Team 007,Player 087,Team 016,3,1
26,8,Player 034,Team 007,Player 085,Team 016,0,3
26,8,Player 034,Team 007,Player 059,Team 016,3,1
26,8,Player 049,Team 007,Player 057,Team 016,0,3
26,8,Player 049,Team 007,Player 087,Team 016,0,3
26,8,Player 049,Team 007,Player 085,Team 016,2,3
26,8,Player 049,Team 007,Player 059,Team 016,0,3
26,8,Player 093,Team 007,Player 057,Team 016,3,2
26,8,Player 093,Team 007,Player 087,Team 016,2,3
26,8,Player 093,Team 007,Player 085,Team 016,0,3
26,8,Player 093,Team 007,Player 086,Team 016,3,0
26,8,Player 118,Team 007,Player 057,Team 016,3,2
26,8,Player 118,Team 007,Player 087,Team 016,3,0
26,8,Player 118,Team 007,Player 085,Team 016,3,0
26,8,Player 118,Team 007,Player 086,Team 016,3,0
26,9,Player 086,Team 016,Player 010,Team 006,0,3
26,9,Player 086,Team 016,Player 030,Team 006,3,2
26,9,Player 059,Team 016,Player 010,Team 006,0,3
26,9,Player 059,Team 016,Player 030,Team 006,3,0
26,9,Player 059,Team 016,Player 032,Team 006,3,1
26,9,Player 059,Team 016,Player 073,Team 006,2,3
26,9,Player 087,Team 016,Player 010,Team 006,0,3
26,9,Player 087,Team 016,Player 030,Team 006,3,0
26,9,Player 087,Team 016,Player 032,Team 006,3,2
26,9,Player 087,Team 016,Player 073,Team 006,3,2
26,9,Player 085,Team 016,Player 010,Team 006,3,0
26,9,Player 085,Team 016,Player 030,Team 006,3,0
26,9,Player 085,Team 016,Player 032,Team 006,3,2
26,9,Player 085,Team 016,Player 073,Team 006,3,2
26,9,Player 057,Team 016,Player 032,Team 006,1,3
26,9,Player 057,Team 016,Player 073,Team 006,2,3
26,10,Player 052,Team 013,Player 100,Team 001,0,3
26,10,Player 052,Team 013,Player 007,Team 001,0,3
26,10,Player 052,Team 013,Player 001,Team 001,1,3
26,10,Player 052,Team 013,Player 076,Team 001,0,3
26,10,Player 051,Team 013,Player 100,Team 001,0,3
26,10,Player 051,Team 013,Player 007,Team 001,0,3
26,10,Player 051,Team 013,Player 001,Team 001,0,3
26,10,Player 051,Team 013,Player 076,Team 001,0,3
26,10,Player 029,Team 013,Player 100,Team 001,0,3
26,10,Player 029,Team 013,Player 007,Team 001,2,3
26,10,Player 029,Team 013,Player 001,Team 001,0,3
26,10,Player 029,Team 013,Player 076,Team 001,0,3
26,10,Player 113,Team 013,Player 100,Team 001,0,3
26,10,Player 113,Team 013,Player 007,Team 001,0,3
26,10,Player 113,Team 013,Player 001,Team 001,0,3
26,10,Player 113,Team 013,Player 076,Team 001,0,3
27,1,Player 046,Team 015,Player 064,Team 010,3,2
27,1,Player 046,Team 015,Player 103,Team 010,3,0
27,1,Player 046,Team 015,Player 024,Team 010,0,3
27,1,Player 046,Team 015,Player 020,Team 010,1,3
27,1,Player 048,Team 015,Player 064,Team 010,3,0
27,1,Player 048,Team 015,Player 103,Team 010,3,1
27,1,Player 048,Team 015,Player 024,Team 010,1,3
27,1,Player 048,Team 015,Player 020,Team 010,3,0
27,1,Player 047,Team 015,Player 064,Team 010,3,0
27,1,Player 047,Team 015,Player 024,Team 010,3,1
27,1,Player 047,Team 015,Player 020,Team 010,2,3
27,1,Player 047,Team 015,Player 063,Team 010,3,0
27,1,Player 056,Team 015,Player 064,Team 010,3,0
27,1,Player 056,Team 015,Player 024,Team 010,3,1
27,1,Player 056,Team 015,Player 020,Team 010,3,2
27,1,Player 056,Team 015,Player 063,Team 010,3,0
27,2,Player 045,Team 009,Player 041,Team 002,3,2
27,2,Player 045,Team 009,Player 054,Team 002,3,0
27,2,Player 045,Team 009,Player 002,Team 002,0,3
27,2,Player 120,Team 009,Player 041,Team 002,3,1
27,2,Player 120,Team 009,Player 054,Team 002,3,1
27,2,Player 120,Team 009,Player 002,Team 002,1,3
27,2,Player 058,Team 009,Player 041,Team 002,2,3
27,2,Player 058,Team 009,Player 054,Team 002,3,0
27,2,Player 058,Team 009,Player 002,Team 002,0,3
27,3,Player 028,Team 012,Player 118,Team 007,3,1
27,3,Player 028,Team 012,Player 088,Team 007,3,0
27,3,Player 028,Team 012,Player 026,Team 007,3,0
27,3,Player 028,Team 012,Player 034,Team 007,3,0
27,3,Player 025,Team 012,Player 118,Team 007,3,2
27,3,Player 025,Team 012,Player 088,Team 007,3,0
27,3,Player 025,Team 012,Player 026,Team 007,1,3
27,3,Player 025,Team 012,Player 034,Team 007,3,1
27,3,Player 083,Team 012,Player 118,Team 007,3,1
27,3,Player 083,Team 012,Player 088,Team 007,3,0
27,3,Player 083,Team 012,Player 026,Team 007,0,3
27,3,Player 083,Team 012,Player 034,Team 007,1,3
27,3,Player 039,Team 012,Player 118,Team 007,3,0
27,3,Player 039,Team 012,Player 088,Team 007,3,0
27,3,Player 039,Team 012,Player 026,Team 007,1,3
27,3,Player 039,Team 012,Player 034,Team 007,3,1
27,4,Player 073,Team 006,Player 021,Team 011,0,3
27,4,Player 073,Team 006,Player 072,Team 011,1,3
27,4,Player 073,Team 006,Player 082,Team 011,1,3
27,4,Player 073,Team 006,Player 022,Team 011,1,3
27,4,Player 032,Team 006,Player 021,Team 011,0,3
27,4,Player 032,Team 006,Player 072,Team 011,0,3
27,4,Player 032,Team 006,Player 082,Team 011,2,3
27,4,Player 032,Team 006,Player 022,Team 011,1,3
27,4,Player 030,Team 006,Player 021,Team 011,0,3
27,4,Player 030,Team 006,Player 072,Team 011,0,3
27,4,Player 030,Team 006,Player 082,Team 011,0,3
27,4,Player 030,Team 006,Player 022,Team 011,0,3
27,4,Player 102,Team 006,Player 021,Team 011,3,1
27,4,Player 102,Team 006,Player 072,Team 011,0,3
27,4,Player 102,Team 006,Player 082,Team 011,1,3
27,4,Player 102,Team 006,Player 022,Team 011,1,3
27,5,Player 100,Team 001,Player 004,Team 004,3,0
27,5,Player 100,Team 001,Player 018,Team 004,3,0
27,5,Player 100,Team 001,Player 017,Team 004,3,0
27,5,Player 100,Team 001,Player 009,Team 004,3,0
27,5,Player 101,Team 001,Player 004,Team 004,2,3
27,5,Player 101,Team 001,Player 018,Team 004,3,2
27,5,Player 101,Team 001,Player 017,Team 004,0,3
27,5,Player 101,Team 001,Player 009,Team 004,0,3
27,5,Player 013,Team 001,Player 004,Team 004,3,2
27,5,Player 013,Team 001,Player 018,Team 004,3,0
27,5,Player 013,Team 001,Player 017,Team 004,3,1
27,5,Player 013,Team 001,Player 009,Team 004,3,1
27,5,Player 069,Team 001,Player 004,Team 004,3,0
27,5,Player 069,Team 001,Player 018,Team 004,3,0
27,5,Player 069,Team 001,Player 017,Team 004,3,1
27,5,Player 069,Team 001,Player 009,Team 004,3,0
27,6,Player 035,Team 008,Player 071,Team 014,0,3
27,6,Player 035,Team 008,Player 084,Team 014,3,2
27,6,Player 077,Team 008,Player 071,Team 014,1,3
27,6,Player 077,Team 008,Player 084,Team 014,3,1
27,6,Player 077,Team 008,Player 042,Team 014,3,1
27,6,Player 077,Team 008,(játék nélkül),Team 014,3,0
27,6,Player 037,Team 008,Player 071,Team 014,2,3
27,6,Player 037,Team 008,Player 084,Team 014,3,2
27,6,Player 037,Team 008,Player 042,Team 014,3,0
27,6,Player 037,Team 008,(játék nélkül),Team 014,3,0
27,6,Player 016,Team 008,Player 071,Team 014,2,3
27,6,Player 016,Team 008,Player 084,Team 014,3,1
27,6,Player 016,Team 008,Player 042,Team 014,3,2
27,6,Player 016,Team 008,(játék nélkül),Team 014,3,0
